Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Mergers & Acquisitions (iDeal) - 2023 Graduate Program (Sydney),$73K - $91K (Glassdoor Est.),"Date: 18-Jul-2022

Location:
Sydney, NSW, AU

Department: Financial Advisory

Description:
Job Requisition ID: 25803

Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean on and learn from!
Receive unparalleled professional development through our year-round graduate learning academy
Have a buddy and career coach to give you feedback, support and advice

Are you looking to develop your business modelling expertise in a top-tier firm? Learn from the best as you craft bespoke solutions for our clients!

What will you get to do?
Every day brings different challenges and opportunities in the iDeal team. iDeal enables you to go deeper into the data to find the story behind the analytics– while there’s still time to act! Learn from our experts how to support clients making their most complex decisions. Sound interesting?

Your future starts with us.
We thrive in an exciting and dynamic workplace where no two days are the same. iDeal provides big-picture insights with a microscopic level of detail. iDeal can help clients put our capabilities to work through analysis.

Enough about us, let’s talk about you.


An inquisitive nature and an insatiable hunger to learn more
Possesses strong analytical and/or quantitative skills
Is a strong communicator – both verbally and written
A degree in any of IT/IS/Computer Science, Software Engineering, Data, Finance, Mathematics/Statistics, Accounting, Business/Commerce, Engineering
Program skills are beneficial but not required - SQL / R / Alteryx / Python / Tableau / QlikView / GitHub / VBA
Australian permanent residency or Australian/New Zealand Citizenship

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Sydney,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Data Science and Machine Learning Consultant / Manager,$73K - $91K (Glassdoor Est.),"Harness the power of data and artificial intelligence to accelerate change.
Join our Applied Intelligence team and create innovative, forward thinking and life changing solutions using cutting-edge technologies. We are changing the world fast, come with us.

Your role: Data Science and Machine Learning Consultant and Managers

You will be part of one global network, tapping into the deep expertise of our Applied Intelligence practice and be faced with boundaryless opportunities to excel.

Drive the growth of your team and build a diverse, entrepreneurial team of professionals with both qualitative and quantitative backgrounds using data-driven and insights-led approaches to respond quickly in a dynamic and ever-changing market",3.9,"Accenture
3.9",Sydney,10000+ Employees,1989,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD)
Consultant / Senior Consultant - Strategy - Data & AI,$73K - $91K (Glassdoor Est.),"Date: 31-Jul-2022

Location:
Brisbane, QLD, AU

Department: Consulting

Description:
Job Requisition ID: 27740

About the team

Big data, information and analytics. Three words that spark apprehension in most businesses. But our team of experts are constantly curious and excited about combining our wonderful array of technological expertise to transform data into our clients’ most valuable assets, making their work smarter.

We primarily seek to improve the efficiency and effectiveness of organisations at all stages of the data transformation journey from designing the change required, to delivering and managing that change and providing assurance around change initiatives.

You will be an integral part of one of the fastest growing teams in Australia and build best in class data & AI solutions.

This role is for the AI & Automation team, which sits within the Data & AI, Strategy Analytics & Transformation in Deloitte Consulting.

What will your typical day look like?

As a Senior Consultant in our Data & AI team, focussing on Analytics & AI strategy, you will use your consulting skills to help clients make the right choices and take the right actions towards better use of Analytics and AI to achieve their business goals. As technical, strategy and industry experts, we understand clients’ challenges and define compelling strategies to meet their vision for becoming insight driven. A Senior Consultant will develop compelling interactions and presentations to showcases strategies, operating models and transformational business cases to clients across a range of industries, including Financial Services, Insurance, Government, Energy & Resources, Life Sciences & Healthcare, Telecommunications and Consumer Products.

Provide advisory services to business leaders and align AI, analytics, automation or data solutions to clients’ needs and develop an objectives, strategies and approaches that help clients transform
Build solid foundations of a business case and key recommendations for implementing analytical solutions for the client in alignment with their business agenda and strategic drivers
Analyse and evaluate current systems and structures of organisations where required, advising on business restructures, appropriate methods for collecting and analysing data and developing informed recommendations that shape or support the client’s business strategy
Comprehend and learn about client’s current business state, competitors’ point(s) of differentiation, industry landscape to support the identification, evaluation and selection of solutions that most effectively support clients’ strategic and business objectives
Conduct gap analysis on client’s current business landscape (i.e. operating model, business processes) to identify and define key recommendations and opportunities to uplift business performance
Design and assist with implementation plans for approved recommendations. Managing the delivery and provisioning of
Apply knowledge of best practices and latest yet effective trends to design a strategic and business transformation plan that delivers on client’s strategic growth agenda and gain client’s buy-in to the transformation plan
Assist with implementing approved recommendations in transformation plan, including provision of procedure and supporting documentation
Plan and carry out assigned business analysis activities within engagement timeframes and budget, to ensure implemented solutions meet business requirements and enhance efficiencies

Enough about us, let’s talk about you.


Experience developing business unit or organizational level data or technology strategy within a consulting or industry environment
Ability to structure, break down and solve complex problems through synthesis of information, quantitative thinking and analysis
Ability to interpret analysis and modelling results in a business context and provide commercially foucssed recommendations to inform business decisions
Exceptional verbal and written communication skills, capable of working effectively with people at all levels in an organization
Strong sense of ownership of outcomes with the drive to self-start and take initiative
A passion for working collaboratively with diverse teams, and to create an including environment for everyone
Ability to structure and facilitate client stakeholder interviews

The minimum salary requirement for this role is $95,000 inclusive of 10% superannuation.",4.0,"Deloitte
4.0",Brisbane,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Research Associate - Data Science,$73K - $91K (Glassdoor Est.),"Job no: 510607
Work type: Full time
Location: Sydney, NSW
Categories: Post Doctoral Research Associate
One of Australia’s leading research & teaching universities
Vibrant campus life with a strong sense of community & inclusion
Enjoy a career that makes a difference by collaborating with & learning from the best
At UNSW, we pride ourselves on being a workplace where the best people come to do their best work.
THIS ROLE IS LOCATED IN SYDNEY, AUSTRALIA.",4.2,"University of New South Wales
4.2",Sydney,1001 to 5000 Employees,1949,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Junior Business Analyst Graduate,$73K - $91K (Glassdoor Est.),"Position Summary
Samsung Graduate Program - Process Innovation

Turn your dreams into reality, create the unthinkable and #ReImagineYourFuture with Samsung Electronics Australia.

We are recruiting innovative fresh graduates to join our Graduate Program in 2023, late January. This Graduate Program is a 12-month program that is tailored to fully equip you with the skills, knowledge and overall professional development to kick-start your career. We are hiring for a Junior Business Analyst Graduate to join our Business Innovation division.
Role and Responsibilities",3.4,"Samsung Electronics
3.4",Sydney,1001 to 5000 Employees,1938,Subsidiary or Business Segment,Computer Hardware Development,Information Technology,$10+ billion (USD)
Business Intelligence (BI) & Data Warehouse Developer,$73K - $91K (Glassdoor Est.),"What is it like working at Harris Farm Markets?
Fun, fast paced and in IT you will have opportunity to work on multiple platforms and cutting-edge technologies. As family owned dynamic fresh food retailer who is rapidly growing, to thrive you will need to be open to being incredibly flexible and agile in order to meet business demands. In other words, it is busy and very fun!
As for our team, we are a small team of innovative developers who deliver quality solutions to the technical challenges of a rapidly growing company who have been a household name since 1971.
The Company
Harris Farm Markets has built a strong reputation for delivering good quality fresh food at great value for our customers.",3.7,"Harris Farm
3.7",Australia,501 to 1000 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
"Quantum Researcher, Experiment (all levels)",$73K - $91K (Glassdoor Est.),"Quantum Brilliance is the world leader in room-temperature quantum computing using synthetic diamonds. Our unique vision is to make quantum computing available as an everyday technology, from data centres to remote and mobile systems like autonomous robots and satellites. In contrast to quantum computers that fill a room, we are developing quantum accelerators with more compute power than a classical supercomputer but a form-factor smaller than a lunchbox.
We are a full-stack Australian-German quantum computing company, led and supported by the pioneers of diamond quantum information processing. Our HQs are in Canberra and Stuttgart, with additional locations across Australia and southern Germany. We are working with global technology leaders to develop quantum computing applications, integrate quantum with high-performance computing, solve materials science challenges and develop ultra-precise semiconductor manufacturing and control techniques. We are backed by leading venture-capital funds and major research and technology institutes.",2.4,"Quantum Brilliance
2.4",Canberra,51 to 200 Employees,2019,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
"Software Developers (Real-time Simulation & Machine Technology) – all experience levels, full and part-time",$73K - $91K (Glassdoor Est.),"All experience levels, full and part-time
Immersive Technologies is one of the world's most successful companies in driving continuous improvement of human performance within the mining industry. We're part of the global Komatsu Group of companies, and are the world's largest supplier of mining equipment simulators, with our solutions deployed in over 50 different counties.
Our staff love Immersive because we have some of the most exciting and interesting development projects in Perth, and our products make a genuine difference in the safety and performance of operators. Our projects involve real-time simulation, low-level hardware interfacing, web development, and data management and analytics. Our developers get to work across our full and diverse technology stack, so there are plenty of chances to learn and develop new skills.",4.1,"Immersive Technologies
4.1",Osborne Park,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$25 to $50 million (USD)
Data Scientist,$73K - $91K (Glassdoor Est.),"The data scientist is responsible for delivering data science and advanced analytics projects that contribute to audience selection and personalisation for customer recommendations, offers and 1-1 marketing campaigns, and improved health insurance business performance.
As well as bringing strong data processing and technical data science capabilities; you will also enjoy working closely with business stakeholders to understand requirements and translate these into data-driven approaches; bringing fresh ideas to ensure that data science projects are supporting the delivery of the health insurance business strategy and the customer analytics roadmap.
How will I help?
Execute analytical approaches, including (but not limited to) developing / training / optimising machine learning models, other forms of analytical modelling (e.g. descriptive, predictive) and applied statistics
Leverage capabilities of the new data science platform to productionise relevant analytical models / outputs
Full time",3.7,"Bupa
3.7",New South Wales,10000+ Employees,1947,Company - Private,Healthcare Services & Hospitals,Healthcare,$5 to $10 billion (USD)
Technology Graduate - 2023,$73K - $91K (Glassdoor Est.),"Hi, we’re PEXA!
We know you’ll Google us before applying, so let’s keep this brief. PEXA revolutionised the way that property is settled in Australia, turning a paper-based process into a digital one. Our solution is a world-first, with over 500 people across Australia and an expanding international team, we’re helping 20,000+ families into their homes each week.
We’re passionate about solving problems for our customers – always striving to set the standard for how property is bought and sold. Being awarded as one of the best places to work in Australia is a recognition of our culture and commitment to innovation, customers and our community.
We’re growing fast, that is where you come in.
*
What it’s like to work here*",4.5,"Property Exchange Australia Limited
4.5",Australia,201 to 500 Employees,2010,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable
Artificial Intelligence- Virtual Assistant & NLP Data Scientist,$73K - $91K (Glassdoor Est.),"Are you curious about how digital is changing the world?
Join Accenture and help transform leading organizations and communities around the world. The sheer scale of our capabilities and client engagements and the way we collaborate, operate and deliver value provides an unparalleled opportunity to grow and advance. Choose Accenture, and make delivering innovative work part of your extraordinary career.
As a leading professional services company with people working across 120 countries, your career can take many exciting paths spanning interactive, strategy, consulting, technology and operations.
As part of a global diverse workforce you will help organisations across every industry imaginable improve the way they work. Join us and let challenging, interesting and enjoyable work become part of daily life.",3.9,"Accenture
3.9",Canberra,10000+ Employees,1989,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD)
Delivery Lead - Data Intelligence,$73K - $91K (Glassdoor Est.),"Join us on our mission to make a better world of work.
Culture Amp revolutionizes how over 25 million employees across 5,000 companies create a better world of work. As the global platform leader for employee experience, Culture Amp empowers companies of all sizes and industries to transform employee engagement, develop high performing teams, and retain talent via cutting-edge research, powerful technology, and the largest employee dataset in the world. The most innovative companies across the globe, such as Salesforce, Unilever, PwC, KIND, SoulCycle, and BigCommerce depend on Culture Amp every day.
Culture Amp is backed by 10 years of innovation, leading capital venture funds, and offices in the U.S, U.K, Germany and Australia. Culture Amp is recognized as one of the world’s top private cloud companies by Forbes and one of the most innovative workplace companies by Fast Company.",4.1,"Culture Amp
4.1",Australia,501 to 1000 Employees,2011,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
2023 Nearmap Graduate Program - AI Systems (Machine Learning),$73K - $91K (Glassdoor Est.),"Company Description

Nearmap is unique. A global technology company with incredible people; a market-leader with energy and spirit. Nearmap was named as one of the world’s 10 Most Innovative Companies of 2020 by Fast Company magazine – and we’re growing.

What we do
We provide easy, instant access to high-resolution aerial imagery, city-scale 3D content, AI datasets and integrated geospatial tools, with wide-scale coverage across the USA, Canada, Australia and New Zealand. At the core of it, we’re a location content company, a visual analytics company, and a software as a service company. Innovation is weaved into our DNA.",3.7,"Nearmap
3.7",Sydney,201 to 500 Employees,2007,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Junior Data Analyst - Western Public Health Unit,$73K - $91K (Glassdoor Est.),"Job Description
Location: Melbourne | Western Metropolitan
Job type: Not provided
Organisation: Western Health
Salary: Salary not specified
Occupation: Health and Allied Health
Reference: 46631",3.9,"Western Health
3.9",Melbourne,5001 to 10000 Employees,-1,Hospital,-1,-1,Unknown / Non-Applicable
"I.T. Graduate Opportunity – Business Technology / Systems Development (Melbourne, Australia)",$73K - $91K (Glassdoor Est.),"Fresh from being ranked #2 on Deloitte’s Tech Fast 50 list, Removify is primed for another big year of growth. We are expanding our unique online content removal services both in Australia and globally, which means incredible opportunities to join our award-winning Tech Team.
This role is all about your attitude and your aptitude, not your experience!
You are:
a smart cookie, hungry to learn
a passionate problem-solver
a humble team player
eager to work on things that make a real difference, not just get a cool company listed on your resume",5.0,"Removify
5.0",Cremorne,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Mergers & Acquisitions - 2023 Graduate Program (Perth),$73K - $91K (Glassdoor Est.),"Date: 18-Jul-2022

Location:
Perth, WA, AU

Department: Financial Advisory

Description:
Job Requisition ID: 23901

Receive unparalleled professional development through our year-round graduate learning academy
Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean on and learn from!
Build your skills on real client work and purpose-led projects

M&A is one of the major aspects of corporate finance. Each facet of M&A has is unique and diverse team to get the best results on a deal. Do you want to be a part of the excitement?

What will you get to do?
Our M&A Transaction Services team works closely with our clients through the entire M&A lifecycle to deliver due diligence information, financial analytics, advice on transaction related accounting and tax matters and reviewing sale and purchase agreements. You'll get to build your analytical and advisory skills as you support clients by conducting research, spotting opportunities for growth and providing them with bespoke M&A advice and financial analysis on the key valuation drivers of a transaction.

Your future starts with us.
We know that Mergers & Acquisitions (M&A) are a huge deal for businesses. Deloitte’s M&A business is one of the largest in Australia, advising top tier clients on complex merger, acquisition, divestment and capital market activities. Our team works across a broad range sectors including consumer business, financial services, infrastructure, technology, healthcare and real estate. At Deloitte we encourage continued education and development and provide support for our team to pursue relevant post graduate qualifications such as a CA or CFA designation.

Enough about us, let’s talk about you.


An eagerness to get involved in M&A transactions
A passion for financial data and analytics
The excitement to interact and liaise with clients, other Deloitte M&A teams and various other deal teams (such as law firms and investment banks)
An understanding of what makes a business or organisation successful
Commerce, Accounting, Finance, Economics, Computer Science or Analytics
Australian permanent residency or Australian/New Zealand citizenship

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Perth,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Graduate Data Science - Brisbane (Corporate),$73K - $91K (Glassdoor Est.),"Job Number:
82295
Work type:
Permanent - Full Time
Location:
Brisbane
Categories:
Information Technology
Aurizon is seeking Graduates for our 2023 Graduate Campaign!
Our Graduates are permanent employees at Aurizon and this program provides an opportunity to develop technical and leadership capability across areas of our business. Graduates are offered diverse opportunities, flexibility, building of networks, professional challenges and a supportive career path in a top 100 ASX listed company. This program will build strong foundations for a successful future.",3.7,"Aurizon
3.7",Brisbane,1001 to 5000 Employees,2009,Company - Public,Taxi & Car Services,Transportation & Logistics,$2 to $5 billion (USD)
Data Scientist,$73K - $91K (Glassdoor Est.),"Our Company

At Nissan’s Global Customer Experience team (NCX) we design and develop world class experiences for car shoppers and owners. Based in Paddington London, at the Customer Experience Centre (CEC), you will be part of a talent packed & innovative organization with capabilities covering Strategy, Design, Analytics, Product, and Implementation that works closely with regional teams around the world to improve the ways customers can interact with Nissan.

In this role you will be joining CEDAR (Customer Experience Data, Analytics & Reporting) team within NCX to drive the value that can be derived from the data generated by millions of interactions each day across 145 markets from visitors to our digital channels and connected cars. For this we are looking for a hands-on Data Scientist with advanced machine learning skills combined with practical business acumen.


Your objective will be to examine trends to make intelligent data-driven decisions, find insights in data that others have not discovered, and run proof-of-concept exercises showing how predictions can be used to improve the customer experience.

Main tasks and responsibilities include;

Ability to work with multiple data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Present information using data visualization techniques
Propose solutions and strategies to business challenges


Proven experience in Data Science / Advanced Analytics / Statistical Modelling
Proven experience in data wrangling, data cleansing, data mining
Good Understanding of supervised/unsupervised machine-learning algorithms, dimension reduction algorithms like PCA, auto-encoders
Experience with Tree based models – Decision Trees, Random Forest, Catboost etc. and Clustering techniques such as K-means, Agglomerative Clustering, DBSCAN
Ability to generate insights from data using EDA and exposure to ML model interpretability tools such as SHAP, LIME
Prior experience with NLP - Text Processing/Cleaning, Sentiment Analysis, Text Classification, Topic Modelling, feature extraction, transformers etc. Knowledge of NLTK, TF-IDF, GCP NLP API, BERT
Good working experience in programming using Python, SQL and data visualization libs like Matplotlib, Seaborn
Experience working with cloud platforms, GCP, version control using Git benficial
Ability to work with APIs for data extraction and experience in productionizing beneficial
Experience in using business intelligence tools like Power BI, Tableau
Problem-solving aptitude with great interpersonal and communication skills
Prior experience with customer analytics/ marketing data analytics in any industry will be plus
Fluent English verbal and written communication skills essential
London United Kingdom",3.6,"Nissan
3.6",Paddington,10000+ Employees,-1,Subsidiary or Business Segment,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD)
Consulting - Digital Creative & Design - Creative Strategy - 2022/23 Graduate Program (Melbourne),$73K - $91K (Glassdoor Est.),"Date: 13-Jul-2022

Location:
Melbourne, VIC, AU

Department: Consulting

Description:
Job Requisition ID: 28141

Gym discounts – Fitness First, Xtend Barre, HealthPass… the list goes on!
Work with industry experts, and top tier list of clients.
Global opportunities – for the travel bugs out there!

About the Creative Deloitte Digital team

Do you like using creativity to solve problems? To take a step back and think how it could be improved – whether ‘it’ is a problem, an experience, a brand, product, or service. And then go and find all the ways to make that happen. At Deloitte Digital, we have all the people and tools to make those big ideas a reality in a way that no-one else can. You’ll find that working with people with backgrounds in fields from AI to creative technology, engineering to climate and sustainability, and scientists to futurists, makes for some pretty powerful inspiration to come up with those big ideas.

We are in the business of solving bigger problems with connected, creative solutions that have the ability to transform businesses.

The Creative practice is part of Deloitte Digital. We bring together a group of the world's most awarded creatives with the intellectual depth of the world's largest consulting firm. All underpinned by Deloitte’s deep industry and technical knowledge, the business provides Creative Consulting, Creative Agency of Record, Brand Transformation, Visual and Interactive Design, Invention and Behaviour Change services.

We work with a wide range of clients, from blue chip corporations to innovative start-ups, helping them adapt to and harness new media and technology. The culture of Deloitte Digital is one that celebrates difference, education, inclusivity and the relentless pursuit of excellence. We’d love to see what you can add.

Enough about us, let’s talk about you

This role requires an enthusiastic creatively-minded strategist, some experience in agency or industry (strategy/creative/digital etc) is advantageous, with a passion for creativity and ideas and the ability to present with confidence.

You will have a strong interest in and aptitude for business strategy, human behaviour and psychology.

You are analytical and strategically-minded with an awareness of market data and developments and the ability to interpret data into insights.

You are a problem-solver with ability to digest and condense complex information into clear, engaging briefs and supported recommendations.

We’re looking for someone who looks forwards not backwards. Who gets excited about collaborating with people with vastly different skillsets. Someone who feels comfortable with ambiguity, making decisions and be able to figure stuff out.

You have an academic mind, you may be a year into a research or marketing strategy position. You would have tertiary education / a masters in fields such as business, law, social sciences, psychology or similar.


Have great communication skills with the ability to present articulately and inspire others

Bring together inputs from multi skilled teams within Deloitte Digital and Deloitte Consultancy to gather inputs across functions and answer challenging problems


Understand your clients’ businesses and industries and seek to find value-adds - learn what questions to ask, have a can-do attitude and add value

Have awareness what’s going on across all live projects, look to anticipate issues and escalate them to managers


Develop the strategic direction for client businesses and projects, working alongside an Account Director / Strategist

Understand clients’ business and marketing objectives and translate those into the clear task to solve for each brief

Write succinct, insights-based briefs that inspire and inform creative teams to do their best work

Understand your clients’ commercial objectives and how we deliver on those through creative work


Be a champion for world class creative work

Take an interest and have awareness of new innovations in creativity to inform our work

Analyse how well the creative answers the brief and campaign objectives, and provide clear and honest feedback to help make the work better

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Melbourne,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Business Data Analyst - Graduates Welcome to Apply!,$73K - $91K (Glassdoor Est.),"Hiring Business Graduates!
We are seeking Graduates who have interest in Business and Data Analysis. If you're passionate about Data Science, Data mining and modelling then look no further and apply now!
This role allows flexible and blended working options. We are open for candidates who aspire to join financial services industry and grow their career with Australia's leading fund administration company in Retirement and Superannuation.
Overview
Link Group is one of Australia's leading fund administration and share registry specialists. We are a market leading provider of technology-enabled administration solutions, continually developing our offerings to expand with our clients' needs. Since our inception, Link Group has been entrusted by clients to handle sensitive data in a secure and confidential manner. Our core businesses of fund administration and securities registration are complemented by our expertise in digital solutions and data analytics.",3.2,"Link Group
3.2",Melbourne,1001 to 5000 Employees,2005,Company - Public,Research & Development,Management & Consulting,$500 million to $1 billion (USD)
Lecturers: Data Science,$73K - $91K (Glassdoor Est.),"Join our lecturing team for Trimester 2 beginning in July
Ongoing lecturing work available for strong performers
After three trimesters, be eligible for a permanent part-time position
Role
Kaplan Business School – one of the highest-quality providers of higher education in Australia – is seeking Lecturers in Adelaide, Brisbane, Melbourne, Perth and Sydney for the following areas:
Data Management and Storage
Time-series Forecasting
Machine Learning and Artificial Intelligence",3.6,"Kaplan Australia
3.6",Sydney,10000+ Employees,1938,Subsidiary or Business Segment,Education Support & Training Services,Education,$2 to $5 billion (USD)
Data Scientist 3-6 month Contract,$73K - $91K (Glassdoor Est.),"Immediate start with perm potential
Hybrid WFH/Office at South Melbourne
Working a newly created, exciting role

Who is Consolidated?

We are a national family-owned commercial cleaning business; we have been around for over 45 years. We pride ourselves on the great relationships we have with our clients and staff; we set ourselves apart because we truly care and have a major focus on the development and recognition of our most valued asset; our people!

The role:

The Data Scientist position is a high-profile role working directly with our Innovation Lead and Director of Innovation. If you are passionate about delivering business insights, advanced analytics and modelling – this is the role for you! You will work with complex data sets (largely internal sensor data) and understand connections between data points to deliver high quality results.
This role will be a full-time 3 to 6-month contract position based at our National Support Office in South Melbourne, with hybrid WFH/Office until further notice.



Develop an understanding of the business, working with a range of leaders to understand the key strategic data issues, identify data driven opportunities and deliver actionable insights. You will largely be focused on two key areas:
As with most businesses, we are always exploring ways to boost profit and improve effectiveness, retain and attract clients, and reduce risk which will be a key outcome for this role.",3.3,"Consolidated Property Services
3.3",South Melbourne,1001 to 5000 Employees,-1,Company - Private,-1,-1,$50 to $100 million (USD)
Consulting - Climate and Sustainability - 2022/23 Graduate Program (Brisbane),$73K - $91K (Glassdoor Est.),"Date: 11-Jul-2022

Location:
Brisbane, QLD, AU

Department: Consulting

Description:
Job Requisition ID: 28921

Get involved in real client work that’s meaningful and purpose-led, developing and building your skills along the way

Flexible work arrangements – work in a way that suits you best

Technology and retail discounts – from Apple, Windows, The Iconic… the list goes on!

Your future starts with us.
Climate change is the most important issue of our generation. Deloitte’s Climate and Sustainability teams deliver strategic, operational, and digital transformations, helping organisations thrive in a low-emissions, resilient and inclusive economy. We help transform businesses, government, and communities for a sustainable Australia.

What will you get to do?

Working in small, flexible teams, you’ll deliver innovative thinking and business-changing recommendations for our clients. You’ll get the chance to design and implement solutions ranging from commercialising new ventures to helping transform organisational supply chains by identifying opportunities for reducing carbon emissions. We will set you up for success giving you responsibilities early, get to work with big name clients, and be a part of a multidisciplinary team of experts with a multitude of professional backgrounds.

Enough about us, let’s talk about you
You’ll be highly motivated, hardworking and an organised student who:

Combines logical thinking with creativity to approach problem-solving in a unique way

Is fascinated by what generates competitive advantage for businesses

Has excellent communication and interpersonal skills

Thrives in collaborative environments

Is unafraid of difficult problems and ambiguity

Can drive strong commercial and societal outcomes

Studying Environmental Science, Data & AI, Engineering, Commerce, Law, Science, Information Systems and Technology, Computer Science or Mathematics.

Why Deloitte?
At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space",4.0,"Deloitte
4.0",Brisbane,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
